trial_id	enroll_id	test_id	target	trial_type	score
T000001	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_jonah_id_0	1	target	0.387649351634
T000002	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_jonah_id_1	1	target	0.348614914788
T000003	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_jonah_id_2	1	target	0.392925358011
T000004	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_jonah_id_3	1	target	0.364909488513
T000005	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_jonah_id_4	1	target	0.291507282527
T000006	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kim_id_0	0	registered_impostor	0.307901705394
T000007	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kim_id_1	0	registered_impostor	0.245083407641
T000008	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kim_id_2	0	registered_impostor	0.312210603049
T000009	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kim_id_3	0	registered_impostor	0.286786979405
T000010	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kim_id_4	0	registered_impostor	0.26200930968
T000011	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kiuk_id_0	0	registered_impostor	0.239466400138
T000012	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kiuk_id_1	0	registered_impostor	0.182991134322
T000013	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kiuk_id_2	0	registered_impostor	0.211785271768
T000014	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kiuk_id_3	0	registered_impostor	0.257949255252
T000015	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kiuk_id_4	0	registered_impostor	0.147679593539
T000016	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_ssh_id_0	0	registered_impostor	0.320116529509
T000017	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_ssh_id_1	0	registered_impostor	0.250587603522
T000018	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_ssh_id_2	0	registered_impostor	0.327824803932
T000019	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_ssh_id_3	0	registered_impostor	0.266106151483
T000020	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_ssh_id_4	0	registered_impostor	0.231118989917
T000021	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00000	0	unregistered_impostor	0.301526303779
T000022	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00001	0	unregistered_impostor	0.302972935657
T000023	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00002	0	unregistered_impostor	0.186716353739
T000024	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00003	0	unregistered_impostor	0.212789836492
T000025	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00004	0	unregistered_impostor	0.232697575375
T000026	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00005	0	unregistered_impostor	0.326545329649
T000027	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00006	0	unregistered_impostor	0.230379964071
T000028	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00007	0	unregistered_impostor	0.215482052866
T000029	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00008	0	unregistered_impostor	0.183666497249
T000030	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00009	0	unregistered_impostor	0.246011120728
T000031	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00010	0	unregistered_impostor	0.205497422059
T000032	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00011	0	unregistered_impostor	0.239481006217
T000033	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00012	0	unregistered_impostor	0.0239338642912
T000034	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00013	0	unregistered_impostor	0.218995531852
T000035	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00014	0	unregistered_impostor	0.185641587562
T000036	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0001_speaker_0001_00000	0	unregistered_impostor	0.100073748265
T000037	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0001_speaker_0001_00001	0	unregistered_impostor	0.399414041624
T000038	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0001_speaker_0001_00002	0	unregistered_impostor	0.254327597626
T000039	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0001_speaker_0001_00003	0	unregistered_impostor	0.209407419835
T000040	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0001_speaker_0001_00004	0	unregistered_impostor	0.26345933178
