trial_id	enroll_id	test_id	target	trial_type	score
T000001	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_jonah_id_0	1	target	0.267098403814
T000002	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_jonah_id_1	1	target	0.22871909118
T000003	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_jonah_id_2	1	target	0.282177017874
T000004	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_jonah_id_3	1	target	0.318689594982
T000005	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_jonah_id_4	1	target	0.285429808005
T000006	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kim_id_0	0	registered_impostor	0.251444762849
T000007	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kim_id_1	0	registered_impostor	0.273823454692
T000008	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kim_id_2	0	registered_impostor	0.269741750529
T000009	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kim_id_3	0	registered_impostor	0.28588138434
T000010	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kim_id_4	0	registered_impostor	0.293484253947
T000011	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kiuk_id_0	0	registered_impostor	0.26386243334
T000012	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kiuk_id_1	0	registered_impostor	0.256716489711
T000013	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kiuk_id_2	0	registered_impostor	0.282845346134
T000014	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kiuk_id_3	0	registered_impostor	0.263255078597
T000015	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_kiuk_id_4	0	registered_impostor	0.299161489304
T000016	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_ssh_id_0	0	registered_impostor	0.290569261817
T000017	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_ssh_id_1	0	registered_impostor	0.253728055813
T000018	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_ssh_id_2	0	registered_impostor	0.243472737373
T000019	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_ssh_id_3	0	registered_impostor	0.305609757875
T000020	enroll__speaker_enroll_7sec_jonah_en_0	positive__speaker_identify_3sec_positive_ssh_id_4	0	registered_impostor	0.313081836386
T000021	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00000	0	unregistered_impostor	0.2394432149
T000022	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00001	0	unregistered_impostor	0.237705073217
T000023	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00002	0	unregistered_impostor	0.125525407023
T000024	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00003	0	unregistered_impostor	0.151630508586
T000025	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00004	0	unregistered_impostor	0.246436145784
T000026	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00005	0	unregistered_impostor	0.261858299827
T000027	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00006	0	unregistered_impostor	0.226666119596
T000028	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00007	0	unregistered_impostor	0.136040634882
T000029	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00008	0	unregistered_impostor	0.24454697025
T000030	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00009	0	unregistered_impostor	0.176511281008
T000031	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00010	0	unregistered_impostor	0.277987021882
T000032	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00011	0	unregistered_impostor	0.139250752785
T000033	enroll__speaker_enroll_7sec_jonah_en_0	negative__speaker_negative_unregistered_speaker_0000_speaker_0000_00012	0	unregistered_impostor	0.0897520747973
